fecha,entidad,fondo,nemotecnico,moneda,valor_cop
2026-01,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30260244,USD,8213088767.39
2026-01,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30150549,USD,8274634158.6
2026-01,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT11200433,USD,12110899288.5
2026-01,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT12071136,USD,15687441961.2
2026-01,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30150549,USD,19307479703.4
2026-01,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT32180141,USD,6535051606.8
2026-01,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30071154,USD,19812646489.5
2026-01,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT10250435,USD,12408097244.4
2026-01,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT31180937,USD,46235589220.8
2026-01,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT10250435,USD,37224291733.2
2026-01,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT12071136,USD,11765581470.9
2026-01,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30260244,USD,12041633203.13
2026-01,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30071154,USD,41606557627.95
2026-01,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT11020234,USD,67720538547.0
2026-01,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30071154,USD,11887587893.7
2026-01,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30071154,USD,19812646489.5
2026-01,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT11020234,USD,3983561091.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT10250435,USD,4252529330.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT05250430,USD,30461834400.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30150645,USD,9875991860.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT11200433,USD,4152270424.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30071154,USD,4086435500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30260244,USD,15299840490.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT12141135,USD,4116678889.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR RETIRO PROGRAMADO,BGLT11020234,USD,19690216400.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR RETIRO PROGRAMADO,BGLT30260244,USD,15299840490.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30150549,USD,34183518056.94
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR RETIRO PROGRAMADO,BGLT30071154,USD,4086435500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT03190928,EUR,44908895497.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR RETIRO PROGRAMADO,BGLT32180141,USD,3379312675.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30150549,USD,5683045396.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR RETIRO PROGRAMADO,BGLT32180141,USD,3379312675.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30071154,USD,4086435500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30260244,USD,6119936196.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30150549,USD,2841522698.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT32180141,USD,6758625350.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30071154,USD,4086435500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT32180141,USD,3379312675.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT07210133,USD,3766714293.0
2026-02,Porvenir,FONDO DE CESANTIAS,BGLT30150549,USD,2841522698.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT31180937,USD,31673980392.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT11200433,USD,12456811272.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT12071136,USD,4015779712.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT12071136,USD,28110457984.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30150645,USD,5643423920.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30150645,USD,14108559800.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30150549,USD,5683045396.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30260244,USD,9179904294.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30071154,USD,20432177500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30150549,USD,8524568094.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30071154,USD,4086435500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR RETIRO PROGRAMADO,BGLT30150549,USD,5683045396.0
2026-02,Porvenir,FONDO DE CESANTIAS,BGLT30071154,USD,12259306500.0
2026-02,Porvenir,FONDO DE CESANTIAS,BGLT12071136,USD,20078898560.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30260244,USD,9179904294.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30071154,USD,8172871000.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30071154,USD,4086435500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT31180937,USD,23755485294.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30150549,USD,8524568094.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT32180141,USD,16896563375.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT10250435,USD,12757587990.0
2026-02,Colfondos,FONDO DE PENSIONES COLFONDOS ESEPCIAL DE RETIRO PROGRAMADO,BGLT30150645,USD,14108559800.0
2026-02,Porvenir,FONDO DE CESANTIAS,BGLT32180141,USD,6758625350.0
2026-02,Porvenir,FONDO DE CESANTIAS,BGLT12141135,USD,4116678889.0
2026-02,Porvenir,FONDO DE CESANTIAS,BGLT31180937,USD,7918495098.0
2026-02,Porvenir,FONDO DE CESANTIAS,BGLT30071154,USD,12259306500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR RETIRO PROGRAMADO,BGLT07210133,USD,3766714293.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR RETIRO PROGRAMADO,BGLT31180937,USD,23359560539.1
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR RETIRO PROGRAMADO,BGLT30071154,USD,4086435500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30150645,USD,5643423920.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT32180141,USD,3379312675.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT12071136,USD,4015779712.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30071154,USD,8172871000.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT12071136,USD,4015779712.0
2026-02,Porvenir,FONDO DE CESANTIAS,BGLT12071136,USD,4015779712.0
2026-02,Porvenir,FONDO DE CESANTIAS,BGLT31180937,USD,11877742647.0
2026-02,Porvenir,FONDO DE CESANTIAS,BGLT30150645,USD,5361252724.0
2026-02,Porvenir,FONDO DE CESANTIAS,BGLT30150549,USD,2841522698.0
2026-02,Porvenir,FONDO DE CESANTIAS,BGLT30071154,USD,4086435500.0
2026-02,Porvenir,FONDO DE CESANTIAS,BGLT10250435,USD,4252529330.0
2026-02,Porvenir,FONDO DE CESANTIAS,BGLT12071136,USD,20078898560.0
2026-02,Porvenir,FONDO DE CESANTIAS,BGLT30071154,USD,8172871000.0
2026-02,Porvenir,FONDO DE CESANTIAS,BGLT30071154,USD,2043217750.0
2026-02,Porvenir,FONDO DE CESANTIAS,BGLT30071154,USD,8172871000.0
2026-02,Porvenir,FONDO DE CESANTIAS,BGLT32180141,USD,3379312675.0
2026-02,Porvenir,FONDO DE CESANTIAS,BGLT32180141,USD,16896563375.0
2026-02,Porvenir,FONDO DE CESANTIAS,BGLT11200433,USD,4152270424.0
2026-02,Porvenir,FONDO DE CESANTIAS,BGLT30071154,USD,2043217750.0
2026-02,Porvenir,FONDO DE CESANTIAS,BGLT10250435,USD,4252529330.0
2026-02,Colfondos,FONDO DE CESANTIAS LEY 50,BGLT30150645,USD,1693027176.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT12071136,USD,4015779712.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT12071136,USD,40157797120.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30150645,USD,19751983720.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT32180141,USD,3379312675.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30071154,USD,12259306500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30071154,USD,4086435500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR CONSERVADOR,BGLT30150645,USD,7054279900.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR RETIRO PROGRAMADO,BGLT30150549,USD,5683045396.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT11020234,USD,23628259680.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT12071136,USD,16063118848.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30150549,USD,28415226980.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30071154,USD,12259306500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT32180141,USD,13517250700.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30071154,USD,69469403500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT03190928,EUR,4728906695.83
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT12141135,USD,16466715556.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT12071136,USD,16063118848.0
2026-02,Colfondos,FONDO DE PENSIONES COLFONDOS MAYOR RIESGO,BGLT30150645,USD,33296201128.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT32180141,USD,33793126750.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30071154,USD,114420194000.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30071154,USD,61296532500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30071154,USD,34734701750.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30071154,USD,81728710000.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30150645,USD,42325679400.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT32180141,USD,16896563375.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30150549,USD,35519033725.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT11200433,USD,12456811272.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT32180141,USD,16896563375.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT32180141,USD,10137938025.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT12141135,USD,41166788890.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT05250430,USD,26400256480.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT11020234,USD,9845108200.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30260244,USD,6984377183.69
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30071154,USD,34734701750.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30071154,USD,73555839000.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30260244,USD,611993.62
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30150549,USD,25573704282.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30150549,USD,14207613490.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT12071136,USD,40157797120.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT31180937,USD,59388713235.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT32180141,USD,20275876050.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30071154,USD,89901581000.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT05250430,USD,30461834400.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30071154,USD,16345742000.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT12071136,USD,28110457984.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT12071136,USD,42165686976.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30150549,USD,22732181584.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT32180141,USD,33793126750.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT12071136,USD,32126237696.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT11200433,USD,33218163392.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT12071136,USD,16063118848.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30071154,USD,20432177500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT07210133,USD,15066857172.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30150549,USD,14207613490.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30150645,USD,14108559800.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30071154,USD,20432177500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT32180141,USD,10137938025.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30071154,USD,28605048500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT11020234,USD,66946735760.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT31180937,USD,47510970588.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30071154,USD,49037226000.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT32180141,USD,16896563375.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT32180141,USD,47310377450.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT10250435,USD,17010117320.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30071154,USD,20432177500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30150645,USD,24525473842.73
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT11020234,USD,23628259680.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT11200433,USD,16609081696.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30150645,USD,25395407640.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT12071136,USD,12047339136.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30150549,USD,15761926405.81
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30150645,USD,16930271760.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT32180141,USD,16896563375.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT31180937,USD,208652345832.3
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT32180141,USD,16896563375.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30260244,USD,18359808588.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30150645,USD,42325679400.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT10250435,USD,42525293300.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT12071136,USD,32126237696.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30071154,USD,53123661500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30071154,USD,26561830750.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30260244,USD,5771099832.83
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT32180141,USD,13517250700.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30150227,USD,1930266413.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30150549,USD,8524568094.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT12071136,USD,28110457984.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT11200433,USD,33218163392.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT11200433,USD,8304540848.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30260244,USD,4400234124.92
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT07210133,USD,7533428586.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT12071136,USD,16063118848.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30071154,USD,20432177500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIO MODERADO,BGLT30071154,USD,20432177500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30071154,USD,12259306500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30071154,USD,20432177500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30071154,USD,20432177500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30071154,USD,61296532500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30071154,USD,14302524250.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30071154,USD,8172871000.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT10250435,USD,12757587990.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT11020234,USD,3938043280.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30260244,USD,14031789710.19
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30260244,USD,12469675996.16
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT31180937,USD,97001564950.5
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30071154,USD,12259306500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT32180141,USD,16896563375.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT12071136,USD,8031559424.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT32180141,USD,27034501400.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30260244,USD,11962027288.7
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30260244,USD,4960820280.48
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30071154,USD,12259306500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT10250435,USD,38272763970.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT32180141,USD,33793126750.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30260244,USD,2490814031.77
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT32180141,USD,20275876050.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT32180141,USD,13517250700.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30260244,USD,3515903344.6
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT32180141,USD,10137938025.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30071154,USD,20432177500.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT12141135,USD,16046814309.32
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30071154,USD,8172871000.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT11200433,USD,12456811272.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT12141135,USD,12350036667.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT07210133,USD,37667142930.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30260244,USD,17049836245.25
2026-02,Colfondos,FONDO DE PENSIONES COLFONDOS CONSERVADOR,BGLT30150645,USD,5643423920.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30260244,USD,8158792939.7
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT07210133,USD,37667142930.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30260244,USD,27539712882.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT12071136,USD,20078898560.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30260244,USD,4014372147.77
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT12071136,USD,12047339136.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30150645,USD,5686313941.79
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30071154,USD,42907572750.0
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30260244,USD,5464185032.6
2026-02,Porvenir,FONDO DE PENSIONES OBLIGATORIAS PORVENIR MAYOR RIESGO,BGLT30150645,USD,12678234007.48
